iter	MultiClass
187	0.2481864603
188	0.2460023472
189	0.2439689517
190	0.2419082266
191	0.2397968554
192	0.2378169865
193	0.2359643942
194	0.2340780711
195	0.2322431497
196	0.2303523429
197	0.2285215127
198	0.2266051478
199	0.2247714065
200	0.2229960711
201	0.2210396579
202	0.2193093864
203	0.217492793
204	0.2156154981
205	0.2137072891
206	0.2118924649
207	0.2101814239
208	0.2086145317
209	0.2069433039
210	0.2053599949
211	0.2037633853
212	0.2021375002
213	0.2004083238
214	0.1987805792
215	0.1972677448
216	0.1956714949
217	0.1942986944
218	0.192803699
219	0.1913923054
220	0.1898979534
221	0.1884348092
222	0.1870218866
223	0.1855515658
224	0.1842773431
225	0.1829502803
226	0.1815548994
227	0.180302461
228	0.1789927904
229	0.1776498814
230	0.1762330754
231	0.1750007564
232	0.1737398955
233	0.1724795105
234	0.1711605548
235	0.1698917017
236	0.1686484032
237	0.1674527116
238	0.1661657812
239	0.1649068732
240	0.1637367639
241	0.1625237008
242	0.16127139
243	0.1600914819
244	0.1589412951
245	0.1577589003
246	0.1565522489
247	0.1554394245
248	0.1543117828
249	0.1532802268
250	0.1521078197
251	0.150972307
252	0.1498995714
253	0.1488628468
254	0.1478428253
255	0.1468647551
256	0.1459172847
257	0.1447878299
258	0.1437441715
259	0.1428028259
260	0.1417806372
261	0.1407624071
262	0.1397814755
263	0.1387752126
264	0.1378342519
265	0.1369132792
266	0.1360380958
267	0.1351339356
268	0.1342051023
269	0.1333125675
270	0.1324008305
271	0.1314871309
272	0.1305107328
273	0.1295811256
274	0.1287395693
275	0.1278534956
276	0.1269791662
277	0.1260476056
278	0.1252127128
279	0.1243757051
280	0.12352983
281	0.1226290046
282	0.1216894697
283	0.1208445135
284	0.1200898327
285	0.1192810296
286	0.1184529436
287	0.1176278027
288	0.1168734878
289	0.1160922999
290	0.1151904969
291	0.1144282792
292	0.1137383925
293	0.1130238798
294	0.1122209391
295	0.111481152
296	0.1107256954
297	0.110014716
298	0.1092989367
299	0.1085579887
300	0.1078809465
301	0.1071809043
302	0.1064526769
303	0.1057296273
304	0.1051533129
305	0.1044399549
306	0.1038192617
307	0.1032122647
308	0.1026201318
309	0.101988031
310	0.1013552347
311	0.1007360921
312	0.1001277046
313	0.09944230001
314	0.09878569259
315	0.098183391
316	0.09753452778
317	0.09686623141
318	0.09631319706
319	0.09571628855
320	0.09518525364
321	0.09461217746
322	0.09400859801
323	0.0934934684
324	0.09293519973
325	0.09241165888
326	0.09187664905
327	0.09127603614
328	0.09069672504
329	0.09014390422
330	0.08962067459
331	0.08905122926
332	0.08856167041
333	0.08812827751
334	0.08766059117
335	0.08714974473
336	0.0866290489
337	0.0861239878
338	0.08565903298
339	0.0851336677
340	0.08458552864
341	0.08411771839
342	0.08365497898
343	0.08315245576
344	0.08268122179
345	0.08215667093
346	0.08167502201
347	0.08121509229
348	0.08071856828
349	0.08029668796
350	0.07981708444
351	0.0793058133
352	0.07886889479
353	0.07837593787
354	0.0779320175
355	0.07753855791
356	0.07716545811
357	0.07671798903
358	0.07630661453
359	0.07587338357
360	0.07553619101
361	0.07508127113
362	0.07462555587
363	0.07424356271
364	0.07383321342
365	0.07343424067
366	0.0729682572
367	0.07253999833
368	0.07218095477
369	0.07178633328
370	0.07141057765
371	0.07105285588
372	0.07073483204
373	0.07039666071
374	0.06999966704
375	0.06961116113
376	0.06920009992
377	0.06882612344
378	0.06843507963
379	0.06806356253
380	0.06772427087
381	0.06738995192
382	0.06704910943
383	0.06668184105
384	0.06633553877
385	0.06604839753
386	0.06566170326
387	0.06532117776
388	0.06498672299
389	0.06460655161
390	0.0643201941
391	0.06402475108
392	0.06372334655
393	0.06341632924
394	0.06305254894
395	0.06270549944
396	0.06239506966
397	0.06209935749
398	0.06179728442
399	0.06150412156
400	0.06118839358
401	0.06089350363
402	0.06059688127
403	0.06031107433
404	0.05999689385
405	0.05973582573
406	0.05942030703
407	0.05913604457
408	0.058885278
409	0.05855230181
410	0.05826136655
411	0.05798254909
412	0.05772187469
413	0.0574122687
414	0.05712460556
415	0.05682396836
416	0.05652944032
417	0.05627167026
418	0.0560126414
419	0.05571326543
420	0.05545343335
421	0.05518553146
422	0.05496576071
423	0.05469339909
424	0.05442209369
425	0.05413699505
426	0.05388687299
427	0.05360500903
428	0.05336307202
429	0.05309048943
430	0.05281222613
431	0.05258287576
432	0.05234127541
433	0.05211205993
434	0.05187399552
435	0.05166636788
436	0.0514007793
437	0.05113412576
438	0.05093884882
439	0.05070456036
440	0.05050259584
441	0.05021451963
442	0.04998606756
443	0.04974494301
444	0.04951008976
445	0.04929263132
446	0.04903612583
447	0.04879906492
448	0.04859565752
449	0.04837431911
450	0.04818071488
451	0.04798044793
452	0.04776353194
453	0.0475655504
454	0.04734204323
455	0.04714288954
456	0.04694042041
457	0.04673817034
458	0.04654002448
459	0.0462997678
460	0.04605833214
461	0.04582531294
462	0.04563141983
463	0.0454216537
464	0.04524683201
465	0.04507063505
466	0.04484449391
467	0.04467215425
468	0.04446543054
469	0.04427391764
470	0.04409829495
471	0.04389253404
472	0.04371125943
473	0.04351743466
474	0.04333140087
475	0.04316297586
476	0.04299020306
477	0.04283279618
478	0.04265604456
479	0.04248364048
480	0.04230847583
481	0.04213965566
482	0.04194882286
483	0.04177762133
484	0.04161127283
485	0.04146747792
486	0.04130664664
487	0.04115243772
488	0.04098406271
489	0.04082502178
490	0.04065042328
491	0.04048147427
492	0.04030420282
493	0.04014803574
494	0.04000682353
495	0.03985262081
496	0.03968354582
497	0.03949989365
498	0.03933207706
499	0.03916870629
500	0.03899652336
501	0.03886298937
502	0.03870719112
503	0.03855391789
504	0.03841287274
505	0.03826571689
506	0.03808438809
507	0.03789764979
508	0.03773560658
509	0.03758209729
510	0.03743301998
511	0.03727542477
512	0.03713323103
513	0.03699450573
514	0.03685641133
515	0.03670604034
516	0.03655396664
517	0.03640511147
518	0.03624285527
519	0.03610388422
520	0.03595742575
521	0.03581968025
522	0.03568696769
523	0.03555303332
524	0.03543090095
525	0.03531987566
526	0.03520452212
527	0.03508890956
528	0.0349301812
529	0.03480799677
530	0.03468632262
531	0.03454071881
532	0.03440978061
533	0.03427045723
534	0.0341279764
535	0.03400112499
536	0.03387356256
537	0.03376533241
538	0.03363106867
539	0.0334962819
540	0.03338666641
541	0.03327058445
542	0.03316507343
543	0.03303590201
544	0.03292615043
545	0.0328093124
546	0.03269861308
547	0.03257892817
548	0.03247765006
549	0.03234730248
550	0.03221872626
551	0.0321033487
552	0.03198944321
553	0.03187365211
554	0.03176470624
555	0.03163312709
556	0.0315236112
557	0.03139801308
558	0.03128102651
559	0.03118282359
560	0.03106870964
561	0.03096809692
562	0.03088606157
563	0.03077845196
564	0.03067177895
565	0.03054742922
566	0.03043254112
567	0.03033628665
568	0.03022047505
569	0.03011357791
570	0.03001203242
571	0.02990885157
572	0.02980219162
573	0.02970385036
574	0.0296140446
575	0.02951281406
576	0.02943471711
577	0.02933628486
578	0.02922850009
579	0.0291292371
580	0.02904396851
581	0.0289511497
582	0.02884534738
583	0.02875403299
584	0.02865396906
585	0.02857116381
586	0.02846407928
587	0.02836960497
588	0.02828475052
589	0.02819026363
590	0.02809873363
591	0.02800193738
592	0.02790300913
593	0.02780774526
594	0.0277210011
595	0.02763283542
596	0.02754447953
597	0.02743888591
598	0.02734728103
599	0.02727480954
600	0.02720033051
601	0.02712786828
602	0.02704159751
603	0.02695746477
604	0.02686231525
605	0.02677456857
606	0.02667528935
607	0.02657548834
608	0.02649089495
609	0.02641622005
610	0.02633464258
611	0.02626400133
612	0.02618534519
613	0.02609751864
614	0.02601137975
615	0.02592401006
616	0.02584771182
617	0.02577834895
618	0.02571298801
619	0.02562609225
620	0.0255594451
621	0.0254897521
622	0.02540932756
623	0.02531785833
624	0.02524063649
625	0.02516592821
626	0.02507915015
627	0.02500428236
628	0.0249339759
629	0.0248444005
630	0.02475798361
631	0.02466628567
632	0.02460590758
633	0.02453177945
634	0.02446019535
635	0.02438841143
636	0.02431189298
637	0.02423635282
638	0.02417109292
639	0.02409857855
640	0.02403421394
641	0.02396677969
642	0.02389394028
643	0.0238186679
644	0.02373994163
645	0.0236678084
646	0.02360954162
647	0.02354961525
648	0.02348901875
649	0.02340929368
650	0.02335077135
651	0.02328677183
652	0.02321959934
653	0.02316057227
654	0.02310101983
655	0.02304641848
656	0.02298873557
657	0.02292685932
658	0.02282950072
659	0.02276344239
660	0.02269112264
661	0.02262596533
662	0.02255114911
663	0.02249789365
664	0.02243989539
665	0.02238503017
666	0.02232816531
667	0.02226634612
668	0.02218799701
669	0.02211177459
670	0.02205570069
671	0.02199273147
672	0.02193029966
673	0.02186289852
674	0.0217987908
675	0.02173722593
676	0.02167058901
677	0.02160194188
678	0.02153033746
679	0.0214732061
680	0.02140470508
681	0.02134808478
682	0.02128543829
683	0.02122424887
684	0.02117591979
685	0.02111452603
686	0.02104515614
687	0.02099456948
688	0.0209469423
689	0.02089415515
690	0.02083828213
691	0.02077790327
692	0.0207209878
693	0.02066330073
694	0.02059937662
695	0.02054688692
696	0.02049697547
697	0.02044646545
698	0.02038727432
699	0.02033091297
700	0.02027895902
701	0.02022663727
702	0.02016439
703	0.02010754254
704	0.0200594647
705	0.02000316931
706	0.01995492675
707	0.01990994148
708	0.01986327386
709	0.01980144309
710	0.01974915782
711	0.01968317356
712	0.01963282152
713	0.01958783576
714	0.0195299853
715	0.01947859807
716	0.01942272392
717	0.01938038439
718	0.0193333387
719	0.01928582764
720	0.01924363183
721	0.01919717396
722	0.01914537133
723	0.0190972
724	0.01904583235
725	0.01899277862
726	0.01894193086
727	0.01889463129
728	0.01883946889
729	0.01880005715
730	0.01875932786
731	0.01871512267
732	0.01866899316
733	0.01863341288
734	0.01857464313
735	0.01853210304
736	0.01847227703
737	0.0184353837
738	0.01840809743
739	0.0183605179
740	0.01831974829
741	0.01827538827
742	0.01823012284
743	0.01817861245
744	0.01813195673
745	0.01809319935
746	0.01805044773
747	0.01800997344
748	0.0179631271
749	0.01792600041
750	0.01788201067
751	0.01783361908
752	0.01778553131
753	0.01773730281
754	0.01769804306
755	0.01766034197
756	0.01761069288
757	0.0175611023
758	0.01750988489
759	0.01746372343
760	0.01741782279
761	0.01737703826
762	0.01734494505
763	0.01730497545
764	0.01725984311
765	0.01721955497
766	0.01718312232
767	0.01714363697
768	0.01711114027
769	0.01707430466
770	0.01703331175
771	0.01698252207
772	0.01693553128
773	0.01688813164
774	0.01685001395
775	0.01681326451
776	0.01677424126
777	0.01673993314
778	0.01669737396
779	0.01665795848
780	0.01661706001
781	0.01657730188
782	0.01653928444
783	0.01649287599
784	0.01645922945
785	0.01641533702
786	0.01637437223
787	0.01633893366
788	0.01630846898
789	0.01627800102
790	0.01623553502
791	0.01619915956
792	0.01614875611
793	0.01611842476
794	0.01607592399
795	0.01604131899
796	0.01600344658
797	0.01598095718
798	0.01594918917
799	0.01591499398
800	0.01587791835
801	0.01584139553
802	0.0158038845
803	0.01577179027
804	0.01574021969
805	0.01570244888
806	0.01567454548
807	0.01563680797
808	0.01560312324
809	0.01557214993
810	0.01552774036
811	0.01550188682
812	0.01547277363
813	0.01543373243
814	0.01540060256
815	0.01536101011
816	0.01532881857
817	0.01529574236
818	0.01525914591
819	0.01522587227
820	0.0151894986
821	0.01515739578
822	0.01512389686
823	0.01509159232
824	0.01505852919
825	0.01502691805
826	0.01500093662
827	0.0149712921
828	0.014942467
829	0.01491369308
830	0.01487702347
831	0.01484379034
832	0.01480916668
833	0.014776118
834	0.01473738503
835	0.0147030172
836	0.0146716781
837	0.01464162664
838	0.01460895169
839	0.01457630061
840	0.01454963273
841	0.01453059413
842	0.01449730691
843	0.01446761596
844	0.01442923791
845	0.01439969235
846	0.01436537912
847	0.01434333195
848	0.01430678232
849	0.01427675607
850	0.01425175793
851	0.01422797143
852	0.01419941701
853	0.01416436588
854	0.01413847971
855	0.0141055235
856	0.01408249836
857	0.01405068292
858	0.01402757796
859	0.01400214137
860	0.01397421292
861	0.01394708654
862	0.01391902073
863	0.0138910968
864	0.01385021169
865	0.01381928363
866	0.01380649612
867	0.01377643035
868	0.01375090067
869	0.01372325808
870	0.01369633931
871	0.01367010104
872	0.01364316469
873	0.01361049672
874	0.01357865731
875	0.01355487575
876	0.01352847618
877	0.01350514881
878	0.01347490153
879	0.01344680655
880	0.01341870969
881	0.01339190948
882	0.01336520552
883	0.01334019423
884	0.01332601502
885	0.01329625168
886	0.01326214629
887	0.01322978287
888	0.01320386854
889	0.01318194893
890	0.01315277563
891	0.01312546471
892	0.01310784436
893	0.013093317
894	0.01306366537
895	0.01303989486
896	0.01301229657
897	0.0129955518
898	0.01297176399
899	0.01293578014
900	0.01291173996
901	0.01288903912
902	0.01286629907
903	0.01283577874
904	0.01280903198
905	0.01278078448
906	0.01276159424
907	0.01273838696
908	0.01271229727
909	0.01268129892
910	0.01266079952
911	0.01263543392
912	0.01261131994
913	0.01258871756
914	0.01256663134
915	0.01254087132
916	0.01252044919
917	0.01251757826
918	0.01249736336
919	0.01247032406
920	0.01245310703
921	0.01242385377
922	0.0123985971
923	0.01237503666
924	0.0123589168
925	0.01233588025
926	0.01231210309
927	0.01229162861
928	0.01227465625
929	0.01225397731
930	0.01223422449
931	0.01220889192
932	0.01218554536
933	0.01216454429
934	0.01213823815
935	0.01211610372
936	0.01209691965
937	0.01207211451
938	0.01205171941
939	0.01202685101
940	0.01200582256
941	0.01198008288
942	0.01196354348
943	0.01193563144
944	0.01191788198
945	0.01189207354
946	0.011867615
947	0.01185425372
948	0.01182859784
949	0.01181350663
950	0.01179681635
951	0.01177534634
952	0.01175103652
953	0.01172814678
954	0.01169789794
955	0.01168087078
956	0.01165703294
957	0.01163825529
958	0.0116198905
959	0.01160976874
960	0.01158917486
961	0.01156870231
962	0.01154598368
963	0.01152638881
964	0.01151628278
965	0.01149294889
966	0.0114770195
967	0.01145442109
968	0.01143357333
969	0.01141629432
970	0.01139774182
971	0.0113730687
972	0.01134912361
973	0.01132899754
974	0.01131007352
975	0.01128531561
976	0.01126394019
977	0.01125054791
978	0.01122762323
979	0.0112075011
980	0.01120518224
981	0.01119562659
982	0.01117208467
983	0.01115816962
984	0.01114091523
985	0.011121077
986	0.01111925919
987	0.01109510127
988	0.01107071911
989	0.01105535252
990	0.01104830978
991	0.01102724441
992	0.0110105107
993	0.0109907426
994	0.01097456117
995	0.0109534915
996	0.01093645653
997	0.01091795907
998	0.01090153347
999	0.01088129531
1000	0.01087928183
1001	0.01085873881
1002	0.01084727874
1003	0.01082798803
1004	0.01082520924
1005	0.01081304857
1006	0.0107963049
1007	0.01077811101
1008	0.01075879175
1009	0.01073468864
1010	0.01071774167
1011	0.01069905981
1012	0.01067873239
1013	0.0106587426
1014	0.01064104585
1015	0.01062251363
1016	0.01061287124
1017	0.01059124507
1018	0.01058154742
1019	0.01056923721
1020	0.01054868749
1021	0.0105275929
1022	0.01051194702
1023	0.01049561228
1024	0.01048145873
1025	0.01046351983
1026	0.01044465763
1027	0.01044248712
1028	0.01042481243
1029	0.01040647129
1030	0.01038695582
1031	0.01036906211
1032	0.01035893563
1033	0.01033850239
1034	0.01032094982
1035	0.01030000737
1036	0.01028942125
1037	0.0102719339
1038	0.01025295926
1039	0.01023653169
1040	0.01022831885
1041	0.01021230865
1042	0.01019708022
1043	0.01019473638
1044	0.01018612553
1045	0.01016902105
1046	0.01016043267
1047	0.01014651391
1048	0.01012473063
1049	0.01010955384
1050	0.01009257724
1051	0.01007538452
1052	0.01006738728
1053	0.0100556291
1054	0.01004122209
1055	0.01002340411
1056	0.01001189081
1057	0.009996592761
1058	0.009986976929
1059	0.009974989638
1060	0.009963822511
1061	0.009943037734
1062	0.009930457035
1063	0.009924810502
1064	0.009921520301
1065	0.009905439313
1066	0.009887186362
1067	0.009878836567
1068	0.009858034348
1069	0.009851622499
1070	0.009833420219
1071	0.009816557348
1072	0.009803453548
1073	0.009789558196
1074	0.009777245785
1075	0.009763985067
1076	0.009747713557
1077	0.009732562877
1078	0.009722940272
1079	0.009718582778
1080	0.009701126116
1081	0.009699512146
1082	0.009688618544
1083	0.009673640044
1084	0.009661936988
1085	0.009658144485
1086	0.009642077633
1087	0.009626484493
1088	0.009625057104
1089	0.009609456042
1090	0.009590474012
1091	0.00957907147
1092	0.009561063218
1093	0.009558432149
1094	0.009544704982
1095	0.009532433232
1096	0.00951417046
1097	0.009507561809
1098	0.009497890619
1099	0.009490240689
1100	0.009474320172
1101	0.009460202068
1102	0.009443141615
1103	0.009431104553
1104	0.009413951196
1105	0.009400408163
1106	0.009383550956
1107	0.009372053251
1108	0.009355647298
1109	0.009345261501
1110	0.009338096147
1111	0.009326504824
1112	0.009312588593
1113	0.009297339607
1114	0.00928329036
1115	0.009268325533
1116	0.009256222144
1117	0.009245959132
1118	0.009227462987
1119	0.009212413461
1120	0.009201241854
1121	0.009183524647
1122	0.009167422551
1123	0.009156733084
1124	0.009142085019
1125	0.009132302996
1126	0.009118749165
1127	0.00911013728
1128	0.009097088883
1129	0.009081248091
1130	0.009068264522
1131	0.009055404946
1132	0.009053768848
1133	0.009037094737
1134	0.00902610659
1135	0.009010361908
1136	0.008999170547
1137	0.008987585985
1138	0.008971902016
1139	0.008958677291
1140	0.008953521202
1141	0.008941688695
1142	0.008928533527
1143	0.008924123654
1144	0.008911114427
1145	0.008896020499
1146	0.008889554392
1147	0.008877564238
1148	0.008862264781
1149	0.008860633636
1150	0.008852515777
1151	0.008835351464
1152	0.008822846783
1153	0.008811109835
1154	0.00880168488
1155	0.008787747566
1156	0.008776230774
1157	0.008775060695
1158	0.008761742183
1159	0.008759636989
1160	0.008748862913
1161	0.008743728211
